Id,"Rol","Mensaje","Fecha"
e9rDsaixDBbDB4g,"User","No entiendo bien la recursividad en Java. ¿Puedes explicarme el principio y darme un ejemplo?","19:56:38 - 06/02/2025"
e9rDsaixDBbDB4g,"semantic_search","iteración Recursión  Proceso por el cual un método se llama a sí mismo de forma continuada hasta que se llegue a un determinado estado Caso recursivo: El método se invoca a sí mismo Caso base: Permite salir de la recursión   Un método recursivo debe tener al menos un caso recursivo y al menos un caso base El caso recursivo debe aproximarse al caso base   Los métodos recursivos utilizan sentencias más sencillas para simplificar problemas complejos  Ejemplo 1: Sumatorio de 1 a n (con n > 0) public static long s (int n){          if (n==1){         return 1;     }     else{         return s(n-1)+n;     } }   Caso base Caso recursivo  Ejemplo 2: Recursión mal diseñada* public static long s (int n){          if (n==1){         return 1;     }     else{         return s(n+1)+n;     } }   Caso base Caso recursivo (si n > 1)  Ejemplo 3: Sumatorio de n a 1000 public static long s (int n){          if (n==1000){         return 1000;     }     else if (n>1000){         return 0;     }     else{         return s(n+1)+n;     } }   Casos base Caso recursivo  Ejemplo 4: Cuenta atrás (con contador > 0) public static void cuentaAtras(int contador){     if(contador == 0){         return;     }     else{         System.out.println(contador+"" "");         cuentaAtras(--contador);         return;     } }   Caso base Caso recursivo  Ejercicio 1  Implementa el método recursivo square(int n), el cual permite calcular el cuadrado de n (cuando n > 1)iteración  Contenidos Proceso por el cual un método se llama a sí mismo de forma continuada hasta que se llegue a un determinado estado    Caso recursivo: El método se invoca a sí mismo   Caso base: Permite salir de la recursiónUn método recursivo debe tener al menos un caso recursivo y al menos un caso baseEl caso recursivo debe aproximarse al caso baseLos métodos recursivos utilizan sentencias más sencillas para simplificar problemas complejos  Recursión Sumatorio de 1 a n (con n > 0) Ejemplo 1 public static long s (int n){         if (n==1){       return 1;    }    else{       return s(n-1)+n;    } }   Caso base Caso recursivo  ❚ s(3) =❚ s(2)+3 =❚ (s(1)+2)+3 =❚ (1+2)+3 =❚ (3+3)=❚ 6 El caso recursivo sucede dos veces => s(3) y s(2)El caso base sucede una vez => s(1)   Recursión mal diseñada* Ejemplo 2 public static long s (int n){         if (n==1){       return 1;    }    else{       return s(n+1)+n;    } }   Caso base Caso recursivo  (si n > 1) El caso recursivo sucede “infinitas” vecesEl caso base no sucede nuncaStackOverflowError (desbordamiento de la pila de memoria)❚ s(3) =❚ s(4)+3 =❚ (s(5)+4)+3 =❚ ((s(6)+5)+4)+3 =❚ (((s(7)+6)+5)+4)+3 =❚ ...❚ No termina Sumatorio de n a 1000 Ejemplo 3 public static long s (int n){         if (n==1000){       return 1000;    }    else if (n>1000){       return 0;    }    else{       return s(n+1)+n;    } }   Casos base Caso recursivo  Cuenta atrás (con contador > 0) Ejemplo 4 public static void cuentaAtras(int contador){    if(contador == 0){       return;    }    else{       System.out.println(contador+"" "");       cuentaAtras(--contador);       return;    } }   Caso base Caso recursivo  Ejercicio 1 Implementa el método recursivo square(int n), el cual permite calcular el cuadrado de n (cuando n > 1)return método(n, método(n-1)); Recursión en cascada: Fibonacci Serie de Fibonacci (con n > 0) public static long fib(int n){    if (n<=1){       return 1;    }    else{       return fib(n-1)+fib(n-2);    } }  Conversión a recursión lineal de Fibonacci public static long fibo(int n, int x, int y){    if (n<=1){       return x+y;    }    else {       return fibo(n-1, y, x+y);    } }      public static long fib (int n){    return fibo(n,0,1); }  Recursión anidada: Morris public static int mor(int n, int m){    if (n==m){       return (m+1);    }    else{       return(mor(n, mor(n-1, m+1)));    } }  ❚ mor(4,0) =❚ mor(4, mor(3,1)) =❚ mor(4, mor(3, mor(2,2)) =❚ mor(4, mor(3,3)) =❚ mor(4,4) =❚ 5 Ejercicio 3 Implementa el método recursivo a(int m, int n) que permite calcular la función de Ackermann-Péter tal y como se define a continuación: Recursión mutua public static boolean par(int n){    if (n==0){       return true;    }    else{       return impar(n-1);    } }      public static boolean impar(int n){    if (n==0){       return false;    }    else{       return par(n-1);    } }  La recursión lineal por la cola se puede convertir de forma inmediata en iteración (bucle) Para otras formas de recursión se requieren técnicas de transformación de programas y posiblemente estructuras de datos más complejas. Recursión vs. Iteración “The transformation from recursion to iteration is one of the most fundamental concepts of computer science.” D.Entonces comienza el calculo del resultado final  Computacionalmente costoso  “Recursión por la cola” (tail recursion)  El resultado final se obtiene al llegar al caso base (uso de un acumulador)  Menor coste computacional  Recursión no lineal  Varias llamadas recursivas por caso recursivo Recursión en cascada P.ej. return método(n) + método(n-1); Recursión anidada P.ej.Iteración   La recursión lineal por la cola se puede convertir de forma inmediata en iteración (bucle).  Para otras formas de recursión se requieren técnicas de transformación de programas y posiblemente estructuras de datos más complejas.   Resumen  Identificar el rango de valores para terminación Caso(s) base y caso(s) recursivos que se aproximan al base Recursión lineal (máx. 1 llamada recursiva por rama) Por la cola (resultado en la última operación y fácilmente convertible a bucle) No por la cola (cálculo costoso)   Recursión no lineal (más de 1 llamada recursiva en alguna rama) Cascada o anidada.","19:56:38 - 06/02/2025"
e9rDsaixDBbDB4g,"CharlieBOT","¡Claro! La recursividad es un proceso en el que un método se llama a sí mismo de forma continua hasta que se llega a un determinado estado. En Java, un método recursivo debe tener al menos un caso recursivo y al menos un caso base. El caso recursivo se invoca a sí mismo y el caso base permite salir de la recursión. Un ejemplo clásico de recursión es el cálculo del factorial de un número. Por ejemplo, el factorial de 5 (escrito como 5!) es igual a 5 * 4 * 3 * 2 * 1. Podemos calcular el factorial de 5 de forma recursiva de la siguiente manera: public static int factorial(int n) {     if (n == 1) {         return 1;     } else {         return n * factorial(n - 1);     } }  En este ejemplo, el caso base es cuando n es igual a 1, y el caso recursivo es n * factorial(n - 1). Cuando llamamos a factorial(5), se invocará a sí mismo con valores decrecientes de n hasta que se alcance el caso base. ¿Te gustaría ver otro ejemplo o necesitas más explicaciones sobre este?","19:56:41 - 06/02/2025"
e9rDsaixDBbDB4g,"User","Tengo el siguiente código, pero no funciona. ¿Está mal? public static int fac(int n) { return n*fac(n-1); }","19:57:08 - 06/02/2025"
e9rDsaixDBbDB4g,"semantic_search","Knuth, 1974 Cálculo del factorial fac(n) = n! = n*(n-1)(n-2)…21  (con n > 0 y m = 1) public static long fac(int n, int m){    if (n<=1){       return m;    }     else{       return fac(n-1, n*m);    } }  public static long fac(int n, int m){     while (! (n <= 1)){         m = n * m;         n = n - 1;     }     return m; }  RecursiónIteración Ejercicio 4 Implementa el método recursivo mcd(int a, int b) el cual permite calcular el máximo común divisor de dos números enteros. Ejercicio 5 Implementa el método recursivo decToBin(int decimal, String binary) el cual recibe un número decimal y devuelve una cadena con el equivalente en binario de dicho número decimal. Resumen  Identificar el rango de valores para terminación Caso(s) base y caso(s) recursivos que se aproximan al base Recursión lineal (máx. 1 llamada recursiva por rama) Por la cola (resultado en la última operación y fácilmente convertible a bucle) No por la cola (cálculo costoso)   Recursión no lineal (más de 1 llamada recursiva en alguna rama) Cascada o anidada","19:57:08 - 06/02/2025"
e9rDsaixDBbDB4g,"CharlieBOT","Sí, el código que has proporcionado tiene un problema. El método que has escrito no tiene un caso base que permita salir de la recursión. En la función que has escrito, la llamada recursiva se realiza sin ninguna condición que detenga la recursión, lo que provocará un bucle infinito. Para calcular el factorial de un número de forma recursiva en Java, es importante tener un caso base que detenga la recursión. Aquí tienes un ejemplo corregido: public static int fac(int n) {     if (n <= 1) {         return 1;     } else {         return n * fac(n - 1);     } }  En este ejemplo, el caso base es cuando n es menor o igual a 1, y en ese caso se devuelve 1. De lo contrario, se realiza la llamada recursiva para calcular el factorial. Si tienes alguna otra pregunta sobre este tema o necesitas más aclaraciones, no dudes en preguntar.","19:57:10 - 06/02/2025"
e9rDsaixDBbDB4g,"User","¿Qué debo tener en cuenta al escribir métodos recursivos?","19:57:27 - 06/02/2025"
e9rDsaixDBbDB4g,"semantic_search",,"19:57:27 - 06/02/2025"
e9rDsaixDBbDB4g,"CharlieBOT","Al escribir métodos recursivos en Java, es importante tener en cuenta varios aspectos para asegurarse de que la recursión funcione correctamente:  Caso base: Debes asegurarte de tener al menos un caso base que permita salir de la recursión. Este caso base debe ser una condición que, una vez alcanzada, evite que el método se llame a sí mismo.  Progreso hacia el caso base: Cada llamada recursiva debe acercarse al caso base. Esto significa que los parámetros pasados a las llamadas recursivas deben cambiar de alguna manera para acercarse al caso base.  Gestión de la pila de llamadas: Ten en cuenta que las llamadas recursivas se apilan en la pila de llamadas, por lo que si tienes muchas llamadas recursivas, podrías encontrarte con un desbordamiento de pila (stack overflow). Asegúrate de que la recursión no se extienda demasiado en profundidad.  Eficiencia: Aunque la recursión puede ser elegante, en algunos casos puede ser menos eficiente que un enfoque iterativo. Debes considerar si la recursión es la mejor opción para el problema que estás abordando.   Al tener en cuenta estos aspectos, podrás escribir métodos recursivos de forma segura y efectiva. Si tienes más preguntas sobre la recursividad o cualquier otro tema relacionado con la programación de sistemas, no dudes en preguntar.","19:57:34 - 06/02/2025"
e9rDsaixDBbDB4g,"User",". Basándote en la conversación anterior, hazme una pregunta de opción múltiple para ver si he entendido","19:57:56 - 06/02/2025"
